"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
"L353","Query<TabFieldSize> getTabFieldSizeQuery()","femr.business.helpers.QueryProvider.getTabFieldSizeQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","136","5","138","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L357","Query<Role> getRoleQuery()","femr.business.helpers.QueryProvider.getRoleQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","140","5","142","6","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L361","Query<User> getUserQuery()","femr.business.helpers.QueryProvider.getUserQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","144","5","146","6","0","0","0","0","0","0","0","0","1","0","0","13","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L365","Query<Vital> getVitalQuery()","femr.business.helpers.QueryProvider.getVitalQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","148","5","150","6","0","0","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L369","Query<ResearchEncounter> getResearchEncounterQuery()","femr.business.helpers.QueryProvider.getResearchEncounterQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","154","5","156","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0.25","1","1","0.25","1","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L374","Query<ResearchEncounterVital> getResearchEncounterVitalQuery()","femr.business.helpers.QueryProvider.getResearchEncounterVitalQuery()LQuery;","L261","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\business\helpers\QueryProvider.java","158","5","160","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2786","CurrentUser(int id, String firstName, String lastName, String email, List<IRole> roles, Integer tripId)","femr.common.dtos.CurrentUser.<init>(ILjava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/util/List;Ljava/lang/Integer;)V","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","34","5","41","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","8","8","6","6","8","8","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L3221","int getId()","femr.common.dtos.CurrentUser.getId()I","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","43","5","45","6","0","0","0","0","0","0","0","0","1","0","0","12","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3222","void setId(int id)","femr.common.dtos.CurrentUser.setId(I)V","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","47","5","49","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3224","String getFirstName()","femr.common.dtos.CurrentUser.getFirstName()Ljava/lang/String;","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","51","5","53","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3225","String getLastName()","femr.common.dtos.CurrentUser.getLastName()Ljava/lang/String;","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","55","5","57","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3226","String getEmail()","femr.common.dtos.CurrentUser.getEmail()Ljava/lang/String;","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","59","5","61","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3227","List<IRole> getRoles()","femr.common.dtos.CurrentUser.getRoles()Ljava/util/List;","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","63","5","65","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3228","Integer getTripId()","femr.common.dtos.CurrentUser.getTripId()Ljava/lang/Integer;","L868","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\CurrentUser.java","67","5","69","6","0","0","0","0","0","0","0","0","1","0","0","6","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1097","ServiceResponse()","femr.common.dtos.ServiceResponse.<init>()V","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","30","5","34","6","0","0","0","0","0","0","0","0","1","0","0","94","0","0","0","0","0","0","4","5","2","0","4","5","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3236","boolean hasErrors()","femr.common.dtos.ServiceResponse.hasErrors()Z","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","36","5","38","6","0","0","0","0","0","0","0","0","1","0","0","55","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3239","T getResponseObject()","femr.common.dtos.ServiceResponse.getResponseObject()Ljava/lang/Object;","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","40","5","42","6","0","0","0","0","0","0","0","0","1","0","0","48","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1115","void setResponseObject(T responseObject)","femr.common.dtos.ServiceResponse.setResponseObject(Ljava/lang/Object;)V","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","44","5","46","6","0","0","0","0","0","0","0","0","1","0","0","90","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1117","void addError(String field, String error)","femr.common.dtos.ServiceResponse.addError(Ljava/lang/String;Ljava/lang/String;)V","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","48","5","50","6","0","0","0","0","0","0","0","0","1","0","0","87","0","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3243","Map<String, String> getErrors()","femr.common.dtos.ServiceResponse.getErrors()Ljava/util/Map;","L401","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\dtos\ServiceResponse.java","52","8","54","6","0","0","0","0","0","0","0","0","1","0","0","7","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3813","String getCityName()","femr.common.models.CityItem.getCityName()Ljava/lang/String;","L656","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\CityItem.java","26","5","28","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3345","void setCityName(String cityName)","femr.common.models.CityItem.setCityName(Ljava/lang/String;)V","L656","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\CityItem.java","30","5","31","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","2","2","1","1","2","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3816","String getCountryName()","femr.common.models.CityItem.getCountryName()Ljava/lang/String;","L656","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\CityItem.java","33","5","35","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3347","void setCountryName(String countryName)","femr.common.models.CityItem.setCountryName(Ljava/lang/String;)V","L656","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\CityItem.java","37","5","39","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3822","MedicationAdministrationItem()","femr.common.models.MedicationAdministrationItem.<init>()V","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","8","5","8","45","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3786","MedicationAdministrationItem(int Id, String name, float dailyModifier)","femr.common.models.MedicationAdministrationItem.<init>(ILjava/lang/String;F)V","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","10","5","14","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","5","5","3","3","5","5","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L3829","int getId()","femr.common.models.MedicationAdministrationItem.getId()I","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","16","5","18","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3830","void setId(int id)","femr.common.models.MedicationAdministrationItem.setId(I)V","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","20","5","22","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3832","String getName()","femr.common.models.MedicationAdministrationItem.getName()Ljava/lang/String;","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","24","5","26","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3833","void setName(String name)","femr.common.models.MedicationAdministrationItem.setName(Ljava/lang/String;)V","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","28","5","30","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3835","float getDailyModifier()","femr.common.models.MedicationAdministrationItem.getDailyModifier()F","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","32","5","34","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3836","void setDailyModifier(float dailyModifier)","femr.common.models.MedicationAdministrationItem.setDailyModifier(F)V","L599","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationAdministrationItem.java","36","5","38","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3355","MedicationItem()","femr.common.models.MedicationItem.<init>()V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","43","5","45","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3372","void addActiveIngredient(String name, String unit, Double value, boolean isDenominator)","femr.common.models.MedicationItem.addActiveIngredient(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Double;Z)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","56","5","64","6","0","0","0","0","0","0","0","0","1","0","0","2","4","0.529412","9","9","0.529412","9","8","9","6","4","8","9","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3614","List<ActiveIngredient> getActiveIngredients()","femr.common.models.MedicationItem.getActiveIngredients()Ljava/util/List;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","66","5","68","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3610","int getId()","femr.common.models.MedicationItem.getId()I","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","70","5","72","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3357","void setId(int id)","femr.common.models.MedicationItem.setId(I)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","74","5","76","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3384","String getName()","femr.common.models.MedicationItem.getName()Ljava/lang/String;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","78","5","80","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3359","void setName(String name)","femr.common.models.MedicationItem.setName(Ljava/lang/String;)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","82","5","84","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3878","Integer getQuantityCurrent()","femr.common.models.MedicationItem.getQuantityCurrent()Ljava/lang/Integer;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","86","5","88","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3361","void setQuantityCurrent(Integer quantityCurrent)","femr.common.models.MedicationItem.setQuantityCurrent(Ljava/lang/Integer;)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","90","5","92","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3881","Integer getQuantityTotal()","femr.common.models.MedicationItem.getQuantityTotal()Ljava/lang/Integer;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","94","5","96","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3363","void setQuantityTotal(Integer quantityTotal)","femr.common.models.MedicationItem.setQuantityTotal(Ljava/lang/Integer;)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","98","5","100","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3386","String getForm()","femr.common.models.MedicationItem.getForm()Ljava/lang/String;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","102","5","104","6","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3365","void setForm(String form)","femr.common.models.MedicationItem.setForm(Ljava/lang/String;)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","106","5","108","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1707","String getFullName()","femr.common.models.MedicationItem.getFullName()Ljava/lang/String;","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","110","5","112","6","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L3382","void setFullName(String fullName)","femr.common.models.MedicationItem.setFullName(Ljava/lang/String;)V","L403","L103","C:\Users\Michelle\Downloads\SourceMeter-8.1.0-x64-windows\SourceMeter-8.1.0-x64-windows\Java\Demo\femr-master\femr-master\app\femr\common\models\MedicationItem.java","114","5","116","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
